date,hour,predicted_temperature,actual_temperature
2024-01-15,16,14.412708704629152,18.964257812500023
2024-01-15,17,13.68697104717198,17.817300415039085
2024-01-15,18,13.306573230478861,16.891931152343773
2024-01-15,19,13.320043204356129,16.052026367187523
2024-01-15,20,13.488746119319686,15.33283386230471
2024-01-15,21,13.730772412343871,14.654718017578148
2024-01-15,22,14.057073008583195,14.059915161132835
2024-01-15,23,14.65503267615147,13.43610534667971
2024-01-16,0,14.813403623745854,12.740930175781273
2024-01-16,1,14.906704085995152,17.35461578369143
2024-01-16,2,14.895565039565424,17.35461578369143
2024-01-16,3,16.52837550641437,14.388085937500025
2024-01-16,4,19.804670485607787,17.92823181152346
2024-01-16,5,22.16283283489529,21.310708618164085
2024-01-16,6,23.792195875959827,23.693048095703148
2024-01-16,7,24.620376422672365,25.012109375000023
2024-01-16,8,25.114193460722838,25.778497314453148
2024-01-16,9,25.179620127262737,26.26783142089846
2024-01-16,10,24.790631510277436,26.41428527832033
2024-01-16,11,23.891021997277154,26.15570983886721
2024-01-16,12,22.155972720454237,25.23682556152346
2024-01-16,13,19.537634134831755,23.72535095214846
2024-01-16,14,17.02952810297227,21.526513671875023
2024-01-16,15,15.40858076539638,19.245874023437523
2024-01-16,16,14.37795823349717,17.43488464355471
2024-01-16,17,13.652220576039998,16.090921020507835
2024-01-16,18,13.271822759346879,15.146020507812525
2024-01-16,19,13.28529273322415,14.501733398437525
2024-01-16,20,13.453995648187703,13.95289001464846
2024-01-16,21,13.696021941211889,13.459649658203148
2024-01-16,22,14.022322537451217,13.046014404296898
2024-01-16,23,14.62028220501949,15.61847076416018
2024-01-17,0,14.778653152613872,15.61847076416018
2024-01-17,1,14.87195361486317,15.61847076416018
2024-01-17,2,14.860814568433446,15.61847076416018
2024-01-17,3,16.49362503528239,14.142236328125025
2024-01-17,4,19.769920014475804,18.41745910644533
2024-01-17,5,22.128082363763312,21.591104125976585
2024-01-17,6,23.75744540482785,23.637475585937523
2024-01-17,7,24.58562595154038,24.991357421875023
2024-01-17,8,25.079442989590852,25.77903137207033
2024-01-17,9,25.14486965613076,26.2363220214844
2024-01-17,10,24.755881039145457,26.431680297851585
2024-01-17,11,23.85627152614517,26.27771911621096
2024-01-17,12,22.121222249322255,25.59668884277346
2024-01-17,13,19.502883663699777,24.212762451171898
2024-01-17,14,16.99477763184029,22.07369384765628
2024-01-17,15,15.373830294264398,19.82491455078128
2024-01-17,16,14.343207762365191,19.0798278808594
2024-01-17,17,13.61747010490802,19.7167907714844
2024-01-17,18,13.237072288214897,19.126550292968773
2024-01-17,19,13.250542262092168,15.433618164062525
2024-01-17,20,13.419245177055725,14.979669189453148
2024-01-17,21,13.66127147007991,14.52137145996096
2024-01-17,22,13.987572066319235,14.092446899414083
2024-01-17,23,14.585531733887509,13.73975524902346
2024-01-18,0,14.743902681481893,13.434320068359398
2024-01-18,1,14.837203143731188,13.15393981933596
2024-01-18,2,14.826064097301463,12.922937011718773
2024-01-18,3,16.45887456415041,14.44141540527346
2024-01-18,4,19.735169543343826,18.245706176757835
2024-01-18,5,22.09333189263133,21.271051025390648
2024-01-18,6,23.722694933695866,23.835015869140648
2024-01-18,7,24.5508754804084,25.617776489257835
2024-01-18,8,25.044692518458874,26.57392272949221
2024-01-18,9,25.110119184998776,27.06232604980471
2024-01-18,10,24.721130568013475,27.239175415039085
2024-01-18,11,23.821521055013193,27.00934753417971
2024-01-18,12,22.086471778190273,26.163110351562523
2024-01-18,13,19.468133192567795,24.665811157226585
2024-01-18,14,16.96002716070831,22.823892211914085
2024-01-18,15,15.339079823132419,21.14234313964846
